topic,rank,word,weight
6,4,comment,0.03461168134100089
6,5,forums,0.03283240016679738
6,6,posted,0.03186572266215046
6,7,posts,0.02143748492863267
6,8,user,0.019328028172757392
6,9,edit,0.019328028172757392
6,10,forum,0.019172989331031585
7,1,idea,0.07298343933066974
7,2,sounds,0.04274594399802746
7,3,work,0.04120388897727982
7,4,sounds like,0.03724344313165557
7,5,possible,0.03419675519842197
7,6,good idea,0.02646455350920806
7,7,day,0.025878453353757304
7,8,stop,0.024230448891929986
7,9,worst,0.020694573766681944
7,10,ll,0.02025484277774307
8,1,sweden,0.10387630837460103
8,2,nordic,0.09589489076068287
8,3,finland,0.058280561634370814
8,4,spoken,0.02195583033141059
8,5,parties,0.021226742508012934
8,6,heritage,0.02106478322718376
8,7,countries,0.020054001940477163
8,8,party,0.015901961451150963
8,9,tree,0.015565604888705915
8,10,superiority,0.014637220220940392
9,1,book,0.09703039966617225
9,2,read,0.08628301491563191
9,3,books,0.02740777133919
9,4,reading,0.026343098409547752
9,5,topic,0.025850357710975304
9,6,write,0.02526475754637087
9,7,cover,0.02526475754637087
9,8,sitting,0.021795878650912065
9,9,distribution,0.021557059946189592
9,10,download,0.021463737454971335
10,1,daughter,0.03108669999984153
10,2,lesson,0.021751873447465004
10,3,gets,0.018627441728127025
10,4,ll,0.01770150502151849
10,5,food,0.017594131643772694
10,6,does nt,0.01713344271676841
10,7,does,0.016599845367315267
10,8,play,0.016444662803514
10,9,kids,0.0147754570569922
10,10,pray,0.014127303278652446
11,1,pictures,0.11372979820662231
11,2,picture,0.06290628868175896
11,3,pic,0.04674475349554118
11,4,photos,0.04041619315163243
11,5,click,0.03941287336076959
11,6,download,0.03787718374406706
11,7,photo,0.03787718374406706
11,8,sharing,0.03053472585377262
11,9,pics,0.02804685209732471
11,10,figures,0.0273709669880915
12,1,dogs,0.11497097628054209
12,2,animals,0.1022429035175001
12,3,dog,0.0663710407028979
12,4,animal,0.05257619561290619
12,5,dead,0.03687280039049884
12,6,eat,0.028167847476506313
12,7,happens,0.024273320087315312
12,8,human,0.023276501370418312
12,9,century,0.02140088916519804
12,10,clip,0.02140088916519804
13,1,hair,0.13831158507335647
13,2,eyes,0.13395174269105642
13,3,brown,0.10792593193884742
13,4,blue,0.0980823003997883
13,5,green,0.08642407748473528
13,6,eye,0.06318797721249723
13,7,color,0.06047663964546155
13,8,brown hair,0.05974567683284794
13,9,dark,0.0455562433568324
13,10,light,0.03738986198174602
14,1,croatian,0.02727999242101362
14,2,germanic,0.02486646040761011
14,3,brothers,0.02011338374980943
14,4,scandinavian,0.019715001705984014
14,5,arrived,0.01888578991765656
14,6,claiming,0.017582736673304015
14,7,ww2,0.017051516771347166
14,8,related,0.017051516771347166
14,9,fans,0.017051516771347166
14,10,idiots,0.016577640271740073
15,1,teachers,0.07292842106028792
15,2,schools,0.057005247360253974
15,3,public school,0.056069331376232386
15,4,public,0.05231087786837375
15,5,school,0.04915673458548587
15,6,education,0.03295590318922846
15,7,grade,0.032361453916521864
15,8,kids,0.029610733778182748
15,9,parents,0.024309473686762645
15,10,students,0.022239115155224896
16,1,period,1.345897169561897
16,2,bump,0.4921765299291207
16,3,unity,0.4614566726245827
16,4,needed,0.43706344518331003
16,5,lines,0.43706344518331003
16,6,break,0.3778914059677632
16,7,,1e-05
16,8,,1e-05
16,9,,1e-05
16,10,,1e-05
17,1,thanks,0.5102839405510683
17,2,thank,0.28714224307578795
17,3,cheers,0.21445985857860955
17,4,welcome,0.09443879286366484
17,5,dont bother,0.0632202305596076
17,6,grab,0.057588359396797816
17,7,ship,0.057588359396797816
17,8,really good,0.05545651041454881
17,9,beautiful,0.05467762734057789
17,10,bother,0.0519951180422065
18,1,kids,0.07231561065568462
18,2,youth,0.06880647598973336
18,3,age,0.04902491997873207
18,4,younger,0.03815407693260573
18,5,corps,0.03524251437705644
18,6,child,0.032187951097594224
18,7,children,0.02968599673543187
18,8,older,0.026431885782792326
18,9,learn,0.025085216338853734
18,10,young,0.024873855408005664
19,1,africa,0.11510819683209675
19,2,south africa,0.08692716493390695
19,3,south,0.08117151026944742
19,4,africans,0.051215518372234606
19,5,african,0.019449977190317273
19,6,government,0.017506395686844135
19,7,aid,0.01742179629185501
19,8,feel sorry,0.01742179629185501
19,9,wish,0.01632141694165101
19,10,whites,0.01617392968514717
20,1,true,0.10894259751184378
20,2,curious,0.10196417383313355
20,3,sad,0.08232663978056141
20,4,point,0.07092555298817901
20,5,hear,0.0668500777464854
20,6,nonsense,0.0659223818035118
20,7,thats,0.053611071434199756
20,8,wonder,0.045171400542059696
20,9,just look,0.04007711044403696
20,10,kind,0.038879889123515546
21,1,asians,0.1432610497432494
21,2,asian,0.10689200646500528
21,3,japanese,0.09149571972926332
21,4,chinese,0.0490237499633855
21,5,white girls,0.028350061309187678
21,6,girls,0.022164012533834838
21,7,white men,0.022000292129025486
21,8,hate,0.021749160978839194
21,9,thousand years,0.019954883140522496
21,10,dating,0.01940031956125257
22,1,truth,0.1612495478192788
22,2,lies,0.053598191725284614
22,3,claims,0.05167745722636079
22,4,source,0.05079936894770932
22,5,evidence,0.04918044413539133
22,6,false,0.04184071799725779
22,7,lie,0.03747643052204046
22,8,context,0.034946782198056796
22,9,lying,0.033653096063529626
22,10,facts,0.03155259299997147
23,1,absolutely,0.37304039999809835
23,2,yup,0.2586847193542751
23,3,yea,0.2237365685452522
23,4,yep,0.20211806037096697
23,5,yeah,0.1848722866867652
23,6,god,0.1523898703027319
23,7,hehe,0.13601928393127696
23,8,oh,0.13316512589916482
23,9,pain,0.12390222779311046
23,10,jesus christ,0.1118682842726261
24,1,teachers,0.06643917013145641
24,2,school,0.052179859193218034
24,3,schools,0.04124079892013492
24,4,males,0.027083618288681388
24,5,white,0.024787653183950955
24,6,teach,0.02466272200380875
24,7,white kids,0.02425860232961955
24,8,children,0.020071237534583147
24,9,high school,0.019524161252898107
24,10,public school,0.01915508277998534
25,1,looking,0.06668442691936502
25,2,meet,0.036530727003338564
25,3,im,0.03572430481413392
25,4,im looking,0.03547365221506638
25,5,hi,0.0348719643779316
25,6,female,0.033499810459323695
25,7,email,0.031554692621983634
25,8,talk,0.024723056891871004
25,9,girl,0.0241496418382051
25,10,wp,0.023649101476710923
26,1,duke,0.259578803117165
26,2,dr,0.21322995709103337
26,3,david duke,0.2111432219685521
26,4,david,0.20627633588337757
26,5,van,0.09895776117357963
26,6,mr,0.08142611269586017
26,7,lady,0.08018528332234574
26,8,elizabeth,0.07714667013533293
26,9,ss,0.06771809658173067
26,10,student,0.05428407513057344
27,1,holocaust,0.1593757453777639
27,2,irving,0.05127296362495363
27,3,david,0.04049128074747782
27,4,hitler,0.03995911086000545
27,5,documentary,0.030763778174972178
27,6,remove,0.02990882599026438
27,7,jewish,0.027798333336251726
27,8,germans,0.026129118466076247
27,9,minister,0.02397546651600327
27,10,asks,0.023712765940808553
28,1,canada,0.17777127607321772
28,2,prime,0.03206680765500918
28,3,wake,0.028574645033086488
28,4,cities,0.028107322891530347
28,5,rainbow,0.026210086648542595
28,6,west,0.025738439015366404
28,7,gave,0.025738439015366404
28,8,finger,0.025239822047647215
28,9,homeland,0.023664444749978596
28,10,prime minister,0.02300678922328029
29,1,french,0.10752415268885138
29,2,spanish,0.08476381967191467
29,3,english,0.0822623145520837
29,4,language,0.07504187217387133
29,5,german,0.0563757526151552
29,6,speak,0.0382207478035626
29,7,father,0.03602252122980551
29,8,mother,0.0318506231696355
29,9,languages,0.031020429253170365
29,10,speaking,0.029066469517748727
30,1,white nationalist,0.1196015118038989
30,2,nationalism,0.09966706634828149
30,3,nationalist,0.09795959801597727
30,4,white nationalists,0.05275988920670382
30,5,nationalists,0.05164932990321478
30,6,white,0.03721809078954471
30,7,white country,0.02486646040761011
30,8,definition,0.02486646040761011
30,9,existence,0.01818666161400908
30,10,wn,0.017418344928606236
31,1,gun,0.11640924913039574
31,2,guns,0.10377992739802622
31,3,carry,0.050953365893779995
31,4,ha,0.047537206871943384
31,5,water,0.03637789035324867
31,6,weapon,0.03565290515395754
31,7,self,0.029520825332195313
31,8,shtf,0.027077970312401622
31,9,control,0.026954000290527913
31,10,buy,0.024684503143589408
32,1,stormfront,0.2848994266970548
32,2,welcome,0.04298175829051413
32,3,members,0.03344150015643262
32,4,banner,0.03126958146040688
32,5,join,0.03003913786636956
32,6,section,0.026997096404629717
32,7,feel free,0.023908981712718737
32,8,nazi,0.02342352854910154
32,9,forums,0.022970653596550546
32,10,joined,0.02141510315545169
33,1,apes,0.1476863217647788
33,2,monkeys,0.07601103394492348
33,3,monkey,0.06501918693535735
33,4,planet,0.04724577432147151
33,5,jungle,0.029628793602700324
33,6,coon,0.028531972749514245
33,7,kept,0.026751111456497546
33,8,sake,0.02600767477414294
33,9,property,0.025337011314974494
33,10,basically,0.02416628982696344
34,1,food,0.12998649498011167
34,2,eat,0.09065212107644288
34,3,avoid,0.0730651344131218
34,4,crap,0.06746977746761056
34,5,sugar,0.06102647040556186
34,6,fast,0.05914252251667381
34,7,lunch,0.05681585805627343
34,8,weight,0.05509930419398002
34,9,super,0.05092906295296627
34,10,eating,0.0436292773241665
35,1,site,0.12417984175920725
35,2,website,0.12057598885012535
35,3,facebook,0.0800877546941376
35,4,page,0.07371400710246527
35,5,just got,0.04403753520038927
35,6,check,0.04379613011055123
35,7,results,0.04290193326952737
35,8,organization,0.03776175828201609
35,9,information,0.02886701142299659
35,10,votes,0.027537646440074476
36,1,youtube,0.05631266463782877
36,2,black,0.045323469828549595
36,3,attack,0.038920304431590835
36,4,beat,0.03822394542074417
36,5,man,0.030685318007287278
36,6,gang,0.029687298713675033
36,7,blacks,0.025431041238602892
36,8,racist,0.02532695864563795
36,9,x202c rlm,0.023498083446295462
36,10,rlm,0.023498083446295462
37,1,video,0.11945378408935756
37,2,watch,0.07822134274076188
37,3,videos,0.07028965589792786
37,4,watched,0.05888252048693239
37,5,watch video,0.0519951180422065
37,6,nt watch,0.0357433097631016
37,7,minute,0.03131406569127657
37,8,watching,0.030946825032904503
37,9,miles,0.03064390613883669
37,10,minutes,0.02790387871775582
38,1,pm,0.18875291176641024
38,2,email,0.09570434245788444
38,3,chat,0.08305305625665126
38,4,interested,0.06749274101157428
38,5,talk,0.0666526368953006
38,6,message,0.06546974121985756
38,7,send,0.06214759759909337
38,8,yo,0.059160315145577895
38,9,drop,0.059160315145577895
38,10,wanna,0.05497167026573002
39,1,skin,0.09109648020821913
39,2,head,0.05711791630380749
39,3,skinhead,0.03887067637723891
39,4,face,0.03295859040688125
39,5,area,0.030642229318592392
39,6,im,0.027120256155959324
39,7,ns,0.02356372565910547
39,8,alot,0.019073641437386983
39,9,glad,0.018830084783720055
39,10,hair,0.018046844261763374
40,1,cops,0.05263832264171141
40,2,police,0.046671647202196694
40,3,color,0.037017556041052675
40,4,drunk,0.036838669255841804
40,5,cop,0.03034349241221758
40,6,drivers,0.027537405608680898
40,7,bus,0.02701385622620575
40,8,security,0.02701385622620575
40,9,officer,0.026379183981759
40,10,robbery,0.02540265960924494
41,1,london,0.2303295444019145
41,2,city,0.039597367873938215
41,3,multicultural,0.03100324597978713
41,4,central,0.02826030802229705
41,5,spot,0.02826030802229705
41,6,jack,0.02826030802229705
41,7,gone,0.027226132840815584
41,8,feel like,0.026868088329517637
41,9,uk,0.024232939369955207
41,10,mate,0.023399709318433028
42,1,tv,0.2023784906284449
42,2,watch tv,0.11074910828174371
42,3,watch,0.10051973456278902
42,4,shows,0.07024343685272813
42,5,movies,0.04980154412745609
42,6,television,0.04103798073858062
42,7,movie,0.037351158095592064
42,8,hours,0.035402263473464625
42,9,nt watch,0.03444943429656398
42,10,dedicated,0.03340862788232273
43,1,88,0.6647757485779275
43,2,14,0.09977345988017333
43,3,decision,0.08801247783788509
43,4,setting,0.07720416155750913
43,5,mit,0.07464044097588862
43,6,jim,0.07238536041169924
43,7,70,0.07037370821238677
43,8,heil,0.06855897179346039
43,9,iq,0.06855897179346039
43,10,sub,0.06539113717884225
44,1,gas,0.09282049445254463
44,2,pressure,0.0704960951236663
44,3,crack,0.06788641792125803
44,4,life,0.0588647028275178
44,5,body,0.04678223038930707
44,6,away,0.044981790509283984
44,7,die,0.04235751332450524
44,8,case,0.04188753180773568
44,9,chest,0.038695141118380516
44,10,riot,0.03679567128746154
45,1,hope,0.07219861999708889
45,2,sad,0.046102918277114394
45,3,big,0.03352577146660102
45,4,stand,0.031368819079656295
45,5,great,0.030129728857925715
45,6,hope day,0.029924242464880933
45,7,like big,0.029924242464880933
45,8,future,0.028770808117271236
45,9,just hope,0.02845531912897026
45,10,fully,0.02845531912897026
46,1,bible,0.09561743488333686
46,2,god,0.09399749009327389
46,3,christian,0.06811617322005616
46,4,sacrifice,0.05336442742668672
46,5,religion,0.04575106547363702
46,6,christ,0.04166023014169619
46,7,word,0.03929235755506435
46,8,human,0.03752520080745008
46,9,jesus,0.03610518988514337
46,10,jesus christ,0.034501433467258515
47,1,klan,0.231277800373713
47,2,party,0.05843753593387445
47,3,organization,0.05045218524564445
47,4,corps,0.040345938590127445
47,5,criminal,0.032478285064928905
47,6,real,0.0318205864031232
47,7,member,0.028871031028175925
47,8,just click,0.024528067594164697
47,9,saw news,0.024528067594164697
47,10,youth,0.02423700163068371
48,1,fish,0.16575022815258889
48,2,water,0.07614144574927494
48,3,cold,0.06208899437483465
48,4,horse,0.05653459143223247
48,5,mountain,0.05192833012078931
48,6,warm,0.05067693887894168
48,7,youtube,0.0462395741316561
48,8,boat,0.04048290611062025
48,9,january,0.038984279598346196
48,10,wild,0.03553523880031412
49,1,music,0.17039775747786073
49,2,song,0.0567898880694712
49,3,songs,0.049199638248031766
49,4,st,0.044576595963971045
49,5,band,0.04416531813741145
49,6,works,0.040353733531629736
49,7,listening,0.03429394188792704
49,8,playing,0.029866965662723566
49,9,favorite,0.029866965662723566
49,10,art,0.02937850834893624
50,1,news,0.16759318350179894
50,2,article,0.13720343465087118
50,3,newspaper,0.06794454075453979
50,4,paper,0.053800519890536615
50,5,major,0.0347633539148002
50,6,story,0.03469589804611961
50,7,dealing,0.026185876499052387
50,8,pennsylvania,0.026185876499052387
50,9,rubbish,0.026185876499052387
50,10,media,0.025575816971667175
51,1,wear,0.1564085833389997
51,2,pair,0.10303519001430791
51,3,shirt,0.0858626583452566
51,4,wore,0.05869052895463127
51,5,dressed,0.05151759500715396
51,6,teeth,0.03434506333810264
51,7,style,0.03191337795331057
51,8,suppose,0.030004729339034922
51,9,break,0.02892948562432637
51,10,look like,0.026330481464516255
52,1,list,0.4240372044907366
52,2,names,0.26644263724603
52,3,bit,0.08693222475150758
52,4,picking,0.06814622528621075
52,5,grab,0.06814622528621075
52,6,seconds,0.06562353732388276
52,7,fathers,0.061527556349944355
52,8,catch,0.061527556349944355
52,9,wtf,0.05981765198052876
52,10,update,0.054392933396435125
53,1,degree,0.08282153441380437
53,2,college,0.0737371490788436
53,3,study,0.06208372130004582
53,4,student,0.055865164697483344
53,5,classes,0.044819174271616184
53,6,working,0.04388810767310589
53,7,school,0.04210025465539185
53,8,tens thousands,0.041439785139277076
53,9,choose,0.039696830263812086
53,10,tens,0.034845234163414805
54,1,band,0.10546677971213854
54,2,rock,0.06155166599968623
54,3,metal,0.05503070626083898
54,4,music,0.0428326152481191
54,5,songs,0.03916291204543329
54,6,white power,0.036930999599811734
54,7,song,0.03616380072263926
54,8,material,0.02953322704797329
54,9,listen,0.029480829273855647
54,10,check,0.0285550768320794
55,1,welcome,0.09102019402697109
55,2,joined,0.0661348773918361
55,3,look forward,0.04746390354931874
55,4,warm,0.04632009797984715
55,5,members,0.04131008842853442
55,6,forward,0.03968092643510166
55,7,join,0.037107170305515344
55,8,just joined,0.037002475268530725
55,9,felt,0.02893494703124308
55,10,decided,0.027358653825720416
56,1,killing,0.06479420478373235
56,2,al,0.050792217604629125
56,3,afraid,0.04728773279217788
56,4,troops,0.044584585327102175
56,5,land,0.04383841175728364
56,6,class,0.04132333507840173
56,7,government,0.03563801979107556
56,8,middle,0.034676171553307586
56,9,wo,0.030868405587428573
56,10,wo nt,0.030868405587428573
57,1,stupid,0.12008771091283806
57,2,iq,0.09201335688069684
57,3,idiot,0.09201335688069684
57,4,ignorance,0.07488241876044804
57,5,idiots,0.06296594945318816
57,6,village,0.06134223792046456
57,7,brain,0.06134223792046456
57,8,intelligent,0.056093186788637894
57,9,teach,0.0417102877397748
57,10,mind,0.04127476194691617
58,1,white kids,0.06959908525521799
58,2,kids,0.053900264264027664
58,3,children,0.03839022417328998
58,4,white,0.030872477608951836
58,5,mtv,0.02929883635711636
58,6,poor,0.028922343391055587
58,7,girls,0.024406799516425267
58,8,white children,0.02399310514081036
58,9,families,0.02399310514081036
58,10,parents,0.023827142859644334
59,1,fear,0.15358717087663357
59,2,happened,0.11299892301621718
59,3,honest,0.08585240420922469
59,4,fox,0.0729184701378872
59,5,happen,0.05778852673925582
59,6,dies,0.05219344615967604
59,7,cause,0.049308454330234675
59,8,scared,0.04754387810665866
59,9,proves,0.04578386324922053
59,10,disturbing,0.04578386324922053
60,1,mixing,0.1566211395403147
60,2,race mixing,0.11674712506119174
60,3,mixed,0.09618032107084909
60,4,race,0.0920920730600169
60,5,races,0.08947625755735412
60,6,mixed race,0.06283104637393029
60,7,ethnic,0.042714856238267644
60,8,massive,0.034013953690982555
60,9,babies,0.03109746362467187
60,10,mention,0.030606978531068006
61,1,gay,0.19933503764676896
61,2,issue,0.07054114740757951
61,3,parade,0.06520217613723707
61,4,straight,0.05585659071437877
61,5,openly,0.04454149759829911
61,6,agenda,0.042483413963324265
61,7,sexual,0.04073008467455236
61,8,majority,0.03609188973320021
61,9,important,0.03165486178073886
61,10,merely,0.028590040571542293
62,1,multiculturalism,0.17289793820136581
62,2,diversity,0.17003869912056988
62,3,liberals,0.05649545583585393
62,4,culture,0.046071262008533086
62,5,nonwhite,0.040069995525289274
62,6,having,0.03573477870000153
62,7,best,0.03007908374165667
62,8,nations,0.030076378175259617
62,9,society,0.030076378175259617
62,10,western,0.027920299435820226
63,1,enemy,0.06905106096186982
63,2,involved,0.049377861668175586
63,3,military,0.046799418636866055
63,4,anytime,0.035343593462457794
63,5,shake,0.035343593462457794
63,6,roof,0.035343593462457794
63,7,strength,0.035343593462457794
63,8,forces,0.03360864464051606
63,9,conflict,0.03360864464051606
63,10,track,0.03360864464051606
64,1,fight,0.11675905368071247
64,2,fights,0.08522378708441014
64,3,division,0.06102647040556186
64,4,punch,0.05876734685720844
64,5,rules,0.04871008960874787
64,6,boys,0.04435467288717902
64,7,ground,0.04166316134389941
64,8,instead,0.03844035142000339
64,9,face,0.03406540874144069
64,10,roof,0.03349728634128463
65,1,war,0.09196010661136213
65,2,history,0.05933438567757229
65,3,fought,0.05598033073191647
65,4,ww2,0.05428902030877443
65,5,attacks,0.04611020905778161
65,6,stopped,0.04611020905778161
65,7,army,0.04525857794094575
65,8,film,0.04370239828589698
65,9,enemies,0.04166490211847377
65,10,men,0.04128975390224099
66,1,ple,0.2719475793005209
66,2,promoting,0.11464762052784662
66,3,forum,0.10917886098565066
66,4,strategy,0.09782390656976311
66,5,advanced,0.09782390656976311
66,6,stormfront,0.07514738501284633
66,7,web site,0.04585904821113865
66,8,don,0.042388164196878755
66,9,web,0.041427925417651605
66,10,poster,0.041427925417651605
67,1,ukrainian,0.08366291186308396
67,2,minister,0.063231999602646
67,3,prime minister,0.059160315145577895
67,4,prime,0.05497167026573002
67,5,russian,0.04742399970198449
67,6,nations,0.04412303831205669
67,7,beast,0.040567619571391884
67,8,russians,0.035863472569078104
67,9,military,0.032656737180670276
67,10,russia,0.032656737180670276
68,1,home,0.08246917542154841
68,2,home school,0.07719787028057765
68,3,kids,0.058046438438183634
68,4,social,0.04957032699255751
68,5,school,0.04818140255005956
68,6,skills,0.04739232247012139
68,7,strict,0.03785901404789486
68,8,school kids,0.03645752073549042
68,9,public,0.03418197574996908
68,10,public schools,0.03237507001357852
69,1,2508,1.912508692062653
69,2,max,0.1344810600564031
69,3,88,0.08693221327557514
69,4,look,0.04424679614834515
69,5,like,0.015033319564885062
69,6,,1e-05
69,7,,1e-05
69,8,,1e-05
69,9,,1e-05
69,10,,1e-05
70,1,crime,0.06174736874082026
70,2,crimes,0.053066276484326956
70,3,beaten,0.03899160545063854
70,4,cop,0.038237734340599384
70,5,victims,0.03355530869563352
70,6,female,0.032215845598513385
70,7,report,0.03030373963156098
70,8,black,0.029315861274998706
70,9,guy,0.026777649504158063
70,10,site,0.02531746617479773
71,1,feet,0.17568451951308636
71,2,yard,0.14670661097062154
71,3,tall,0.09328525863275398
71,4,football,0.08790376869564685
71,5,ball,0.0860862461534073
71,6,jimmy,0.08260305397411816
71,7,distance,0.07986005223294378
71,8,hop,0.06996394397456548
71,9,line,0.06090276338229009
71,10,measure,0.057185643596820206
72,1,beautiful,0.0850097417776868
72,2,towns,0.07472074199668774
72,3,city,0.07341409810204604
72,4,town,0.07170577833307769
72,5,ghost,0.059690124338286785
72,6,grew,0.05239502363257993
72,7,hole,0.049813827997791826
72,8,scene,0.03961123157050817
72,9,people board,0.032763769122132406
72,10,rising,0.032763769122132406
73,1,check,0.1864603897617125
73,2,search,0.12882340217553995
73,3,link,0.10944348062872666
73,4,info,0.07252169686115431
73,5,site,0.0697175001380624
73,6,amazon,0.06699457268256925
73,7,require,0.06370593834844088
73,8,references,0.06370593834844088
73,9,sig,0.06370593834844088
73,10,tools,0.06370593834844088
74,1,spirit,0.16347784294710563
74,2,brave,0.12025804462272485
74,3,heroes,0.11196066146383293
74,4,needs,0.08597534060938693
74,5,man,0.06682866876937216
74,6,god,0.0657368067972569
74,7,rest,0.046130616293612196
74,8,eternal,0.04400623891894254
74,9,dont bother,0.04400623891894254
74,10,strength,0.04400623891894254
75,1,hang,0.07377066620308699
75,2,looking,0.05243561774856053
75,3,chat,0.05167745722636079
75,4,nj,0.05047964409529443
75,5,hey just,0.04880336525346563
75,6,near,0.04876885439479758
75,7,hey,0.04637246997654158
75,8,ya,0.04021643471750807
75,9,email,0.037218355400288394
75,10,send,0.03222468023656694
76,1,youtube,0.1592112609305886
76,2,youtube youtube,0.128782424729828
76,3,youtube x202a,0.05314839237671192
76,4,x202c,0.0515129698919312
76,5,x202a,0.0515129698919312
76,6,poor,0.04417230626997581
76,7,brian,0.04080578517938309
76,8,delete,0.04080578517938309
76,9,walmart,0.04080578517938309
76,10,coach,0.04080578517938309
77,1,cool,0.19077804038075755
77,2,good,0.17933734152417788
77,3,great,0.16738738254403174
77,4,fantastic,0.158085106272057
77,5,shape,0.14098749962112295
77,6,nice,0.13865201310382158
77,7,okay,0.13292811551228612
77,8,awesome,0.12637952658699037
77,9,worth,0.11006529938670351
77,10,damn,0.10190871529784995
78,1,football,0.16885395568850373
78,2,sports,0.11392044299751133
78,3,soccer,0.07828002003283165
78,4,games,0.05681585805627343
78,5,team,0.04435467288717902
78,6,nt like,0.0436292773241665
78,7,bastards,0.03349728634128463
78,8,ignorance,0.03185296917422044
78,9,wing,0.03185296917422044
78,10,described,0.03185296917422044
79,1,needed,0.08037948417164323
79,2,beautiful,0.06693295760656949
79,3,photo,0.06513134124267163
79,4,concert,0.05159352149117402
79,5,ye,0.049060895049948726
79,6,topics,0.04699739674911086
79,7,popular,0.04699739674911086
79,8,tonight,0.04699739674911086
79,9,salute,0.04699739674911086
79,10,films,0.04699739674911086
80,1,immigrants,0.15076878381892858
80,2,immigration,0.1174088595145821
80,3,canada,0.09917048964084482
80,4,refugees,0.05639499984844918
80,5,picked,0.05639499984844918
80,6,1000,0.0494066369795697
80,7,brought,0.04135454533394461
80,8,guess,0.040461044580029054
80,9,millions,0.03965626159404601
80,10,britain,0.03965626159404601
81,1,aids,0.16099748946790815
81,2,cure,0.05887307405993847
81,3,brought,0.05775376158706057
81,4,disease,0.052505689514073375
81,5,york city,0.052505689514073375
81,6,africa,0.04955889853756283
81,7,cases,0.0495042637080238
81,8,west,0.03692134700135318
81,9,fast,0.036437232263146165
81,10,killing,0.03597195506958934
82,1,troll,0.23927060792211505
82,2,ignore,0.18130977798811707
82,3,reality,0.06839073999965137
82,4,longer,0.0660391796320221
82,5,words,0.05723341211422727
82,6,serve,0.04987373744146822
82,7,object,0.04987373744146822
82,8,reads,0.04987373744146822
82,9,pretty sure,0.047425531881617106
82,10,op,0.047425531881617106
83,1,argue,0.05969647369714041
83,2,wo,0.0521309087368112
83,3,wo nt,0.0521309087368112
83,4,family,0.04688919086237905
83,5,turn,0.046524873759599156
83,6,sit,0.04471764541192112
83,7,shame,0.039625361455331694
83,8,away,0.03648872516837023
83,9,action,0.03647505933629688
83,10,anymore,0.03602102860335982
84,1,speed,0.09991598896726125
84,2,mit,0.08921865210399187
84,3,ride,0.07649006258873689
84,4,stage,0.06388708620582258
84,5,150,0.06388708620582258
84,6,project,0.048992097123892964
84,7,photo,0.04426895850087838
84,8,fast,0.04127655217309527
84,9,places,0.038386496450332874
84,10,youtube,0.03648591396325989
85,1,marxist,0.17945295594158628
85,2,liberal,0.11887432005835818
85,3,cultural,0.054392933396435125
85,4,movement,0.04461329429330176
85,5,liberals,0.04190079641159166
85,6,destroying,0.03740530308110116
85,7,watching,0.036620409622270325
85,8,communists,0.03556914891121282
85,9,lets hope,0.03556914891121282
85,10,worker,0.03556914891121282
86,1,id,0.862433308025162
86,2,wolf,0.43749024882588505
86,3,racism,0.18130977798811707
86,4,added,0.18130977798811707
86,5,ran,0.17762842483068667
86,6,photos,0.16795173598567253
86,7,art,0.16239786559550864
86,8,event,0.15286307294677492
86,9,little,0.07713493520269574
86,10,hope,0.06685057407137861
87,1,vancouver,0.36261955597623413
87,2,alberta,0.19470350081774498
87,3,stay away,0.13550151966176313
